# Odd core residue vectors

This is a list of integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- residues of the odd core modulo a set of small primes follows (`m3`, `m5`, etc)

oc,k,dist,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
63,3,39,0,3,0,8,11,12,6,17,5,1
505,0,20,1,0,1,10,11,12,11,22,12,9
253,1,39,1,3,1,0,6,15,6,0,21,5
507,0,10,0,2,3,1,0,14,13,1,14,11
127,2,15,1,2,1,6,10,8,13,12,11,3
509,0,15,2,4,5,3,2,16,15,3,16,13
255,1,15,0,0,3,2,8,0,8,2,23,7
511,0,20,1,1,0,5,4,1,17,5,18,15
1,9,0,1,1,1,1,1,1,1,1,1,1
513,0,10,0,3,2,7,6,3,0,7,20,17
257,1,44,2,2,5,4,10,2,10,4,25,9
515,0,44,2,0,4,9,8,5,2,9,22,19
129,2,44,0,4,3,8,12,10,15,14,13,5
517,0,44,1,2,6,0,10,7,4,11,24,21
259,1,44,1,4,0,6,12,4,12,6,27,11
519,0,20,0,4,1,2,12,9,6,13,26,23
65,3,8,2,0,2,10,0,14,8,19,7,3
521,0,44,2,1,3,4,1,11,8,15,28,25
261,1,8,0,1,2,8,1,6,14,8,0,13
523,0,44,1,3,5,6,3,13,10,17,1,27
131,2,8,2,1,5,10,1,12,17,16,15,7
525,0,8,0,0,0,8,5,15,12,19,3,29
263,1,27,2,3,4,10,3,8,16,10,2,15
527,0,27,2,2,2,10,7,0,14,21,5,0
33,4,8,0,3,5,0,7,16,14,10,4,2
529,0,8,1,4,4,1,9,2,16,0,7,2
265,1,44,1,0,6,1,5,10,18,12,4,17
531,0,44,0,1,6,3,11,4,18,2,9,4
133,2,8,1,3,0,1,3,14,0,18,17,9
533,0,8,2,3,1,5,0,6,1,4,11,6
267,1,5,0,2,1,3,7,12,1,14,6,19
535,0,5,1,0,3,7,2,8,3,6,13,8
67,3,8,1,2,4,1,2,16,10,21,9,5
537,0,5,0,2,5,9,4,10,5,8,15,10
269,1,8,2,4,3,5,9,14,3,16,8,21
539,0,15,2,4,0,0,6,12,7,10,17,12
135,2,13,0,0,2,3,5,16,2,20,19,11
541,0,13,1,1,2,2,8,14,9,12,19,14
271,1,13,1,1,5,7,11,16,5,18,10,23
543,0,49,0,3,4,4,10,16,11,14,21,16
17,5,3,2,2,3,6,4,0,17,17,17,17
545,0,13,2,0,6,6,12,1,13,16,23,18
273,1,8,0,3,0,9,0,1,7,20,12,25
547,0,8,1,2,1,8,1,3,15,18,25,20
137,2,32,2,2,4,5,7,1,4,22,21,13
549,0,32,0,4,3,10,3,5,17,20,27,22
275,1,32,2,0,2,0,2,3,9,22,14,27
551,0,13,2,1,5,1,5,7,0,22,0,24
69,3,3,0,4,6,3,4,1,12,0,11,7
553,0,49,1,3,0,3,7,9,2,1,2,26
277,1,3,1,2,4,2,4,5,11,1,16,29
555,0,8,0,0,2,5,9,11,4,3,4,28
139,2,13,1,4,6,7,9,3,6,1,23,15
557,0,13,2,2,4,7,11,13,6,5,6,30
279,1,13,0,4,6,4,6,7,13,3,18,0
559,0,30,1,4,6,9,0,15,8,7,8,1
35,4,3,2,0,0,2,9,1,16,12,6,4
561,0,13,0,1,1,0,2,0,10,9,10,3
281,1,13,2,1,1,6,8,9,15,5,20,2
563,0,13,2,3,3,2,4,2,12,11,12,5
141,2,3,0,1,1,9,11,5,8,3,25,17
565,0,3,1,0,5,4,6,4,14,13,14,7
283,1,20,1,3,3,8,10,11,17,7,22,4
567,0,20,0,2,0,6,8,6,16,15,16,9
71,3,37,2,1,1,5,6,3,14,2,13,9
569,0,18,2,4,2,8,10,8,18,17,18,11
285,1,37,0,0,5,10,12,13,0,9,24,6
571,0,8,1,1,4,10,12,10,1,19,20,13
143,2,37,2,3,3,0,0,7,10,5,27,19
573,0,37,0,3,6,1,1,12,3,21,22,15
287,1,13,2,2,0,1,1,15,2,11,26,8
575,0,13,2,0,1,3,3,14,5,0,24,17
9,6,6,0,4,2,9,9,9,9,9,9,9
577,0,8,1,2,3,5,5,16,7,2,26,19
289,1,8,1,4,2,3,3,0,4,13,28,10
579,0,8,0,4,5,7,7,1,9,4,28,21
145,2,42,1,0,5,2,2,9,12,7,0,21
581,0,42,2,1,0,9,9,3,11,6,1,23
291,1,42,0,1,4,5,5,2,6,15,1,12
583,0,8,1,3,2,0,11,5,13,8,3,25
73,3,42,1,3,3,7,8,5,16,4,15,11
585,0,18,0,0,4,2,0,7,15,10,5,27
293,1,42,2,3,6,7,7,4,8,17,3,14
587,0,42,2,2,6,4,2,9,17,12,7,29
147,2,42,0,2,0,4,4,11,14,9,2,23
589,0,42,1,4,1,6,4,11,0,14,9,0
295,1,18,1,0,1,9,9,6,10,19,5,16
591,0,18,0,1,3,8,6,13,2,16,11,2
37,4,6,1,2,2,4,11,3,18,14,8,6
593,0,25,2,3,5,10,8,15,4,18,13,4
297,1,25,0,2,3,0,11,8,12,21,7,18
595,0,25,1,0,0,1,10,0,6,20,15,6
149,2,6,2,4,2,6,6,13,16,11,4,25
597,0,6,0,2,2,3,12,2,8,22,17,8
299,1,42,2,4,5,2,0,10,14,0,9,20
599,0,42,2,4,4,5,1,4,10,1,19,10
75,3,3,0,0,5,9,10,7,18,6,17,13
601,0,18,1,1,6,7,3,6,12,3,21,12
301,1,3,1,1,0,4,2,12,16,2,11,22
603,0,23,0,3,1,9,5,8,14,5,23,14
151,2,3,1,1,4,8,8,15,18,13,6,27
605,0,3,2,0,3,0,7,10,16,7,25,16
303,1,13,0,3,2,6,4,14,18,4,13,24
607,0,13,1,2,5,2,9,12,18,9,27,18
19,5,6,1,4,5,8,6,2,0,19,19,19
609,0,47,0,4,0,4,11,14,1,11,0,20
305,1,11,2,0,4,8,6,16,1,6,15,26
611,0,11,2,1,2,6,0,16,3,13,2,22
153,2,11,0,3,6,10,10,0,1,15,8,29
613,0,11,1,3,4,8,2,1,5,15,4,24
307,1,11,1,2,6,10,8,1,3,8,17,28
615,0,23,0,0,6,10,4,3,7,17,6,26
77,3,6,2,2,0,0,12,9,1,8,19,15
617,0,47,2,2,1,1,6,5,9,19,8,28
309,1,6,0,4,1,1,10,3,5,10,19,30
619,0,47,1,4,3,3,8,7,11,21,10,30
155,2,30,2,0,1,1,12,2,3,17,10,0
621,0,30,0,1,5,5,10,9,13,0,12,1
311,1,30,2,1,3,3,12,5,7,12,21,1
623,0,47,2,3,0,7,12,11,15,2,14,3
39,4,11,0,4,4,6,0,5,1,16,10,8
625,0,6,1,0,2,9,1,13,17,4,16,5
313,1,47,1,3,5,5,1,7,9,14,23,3
627,0,47,0,2,4,0,3,15,0,6,18,7
157,2,11,1,2,3,3,1,4,5,19,12,2
629,0,11,2,4,6,2,5,0,2,8,20,9
315,1,11,0,0,0,7,3,9,11,16,25,5
631,0,11,1,1,1,4,7,2,4,10,22,11
79,3,11,1,4,2,2,1,11,3,10,21,17
633,0,8,0,3,3,6,9,4,6,12,24,13
317,1,11,2,2,2,9,5,11,13,18,27,7
635,0,8,2,0,5,8,11,6,8,14,26,15
159,2,18,0,4,5,5,3,6,7,21,14,4
637,0,18,1,2,0,10,0,8,10,16,28,17
319,1,18,1,4,4,0,7,13,15,20,0,9
639,0,47,0,4,2,1,2,10,12,18,1,19
5,7,1,2,0,5,5,5,5,5,5,5,5
641,0,16,2,1,4,3,4,12,14,20,3,21
321,1,6,0,1,6,2,9,15,17,22,2,11
643,0,6,1,3,6,5,6,14,16,22,5,23
161,2,35,2,1,0,7,5,8,9,0,16,6
645,0,35,0,0,1,7,8,16,18,1,7,25
323,1,35,2,3,1,4,11,0,0,1,4,13
647,0,11,2,2,3,9,10,1,1,3,9,27
81,3,6,0,1,4,4,3,13,5,12,23,19
649,0,52,1,4,5,0,12,3,3,5,11,29
325,1,6,1,0,3,6,0,2,2,3,6,15
651,0,35,0,1,0,2,1,5,5,7,13,0
163,2,6,1,3,2,9,7,10,11,2,18,8
653,0,6,2,3,2,4,3,7,7,9,15,2
327,1,52,0,2,5,8,2,4,4,5,8,17
655,0,52,1,0,4,6,5,9,9,11,17,4
41,4,40,2,1,6,8,2,7,3,18,12,10
657,0,16,0,2,6,8,7,11,11,13,19,6
329,1,16,2,4,0,10,4,6,6,7,10,19
659,0,16,2,4,1,10,9,13,13,15,21,8
165,2,40,0,0,4,0,9,12,13,4,20,10
661,0,40,1,1,3,1,11,15,15,17,23,10
331,1,6,1,1,2,1,6,8,8,9,12,21
663,0,6,0,3,5,3,0,0,17,19,25,12
83,3,40,2,3,6,6,5,15,7,14,25,21
665,0,16,2,0,0,5,2,2,0,21,27,14
333,1,40,0,3,4,3,8,10,10,11,14,23
667,0,52,1,2,2,7,4,4,2,0,0,16
167,2,23,2,2,6,2,11,14,15,6,22,12
669,0,23,0,4,4,9,6,6,4,2,2,18
335,1,23,2,0,6,5,10,12,12,13,16,25
671,0,33,2,1,6,0,8,8,6,4,4,20
21,5,1,0,1,0,10,8,4,2,21,21,21
673,0,21,1,3,1,2,10,10,8,6,6,22
337,1,40,1,2,1,7,12,14,14,15,18,27
675,0,40,0,0,3,4,12,12,10,8,8,24
169,2,16,1,4,1,4,0,16,17,8,24,14
677,0,16,2,2,5,6,1,14,12,10,10,26
339,1,16,0,4,3,9,1,16,16,17,20,29
679,0,21,1,4,0,8,3,16,14,12,12,28
85,3,1,1,0,1,8,7,0,9,16,27,23
681,0,21,0,1,2,10,5,1,16,14,14,30
341,1,1,2,1,5,0,3,1,18,19,22,0
683,0,11,2,3,4,1,7,3,18,16,16,1
171,2,45,0,1,3,6,2,1,0,10,26,16
685,0,45,1,0,6,3,9,5,1,18,18,3
343,1,45,1,3,0,2,5,3,1,21,24,2
687,0,11,0,2,1,5,11,7,3,20,20,5
43,4,9,1,3,1,10,4,9,5,20,14,12
689,0,45,2,4,3,7,0,9,5,22,22,7
345,1,45,0,0,2,4,7,5,3,0,26,4
691,0,45,1,1,5,9,2,11,7,1,24,9
173,2,9,2,3,5,8,4,3,2,12,28,18
693,0,9,0,3,0,0,4,13,9,3,26,11
347,1,45,2,2,4,6,9,7,5,2,28,6
695,0,45,2,0,2,2,6,15,11,5,28,13
87,3,9,0,2,3,10,9,2,11,18,0,25
697,0,45,1,2,4,4,8,0,13,7,1,15
349,1,9,1,4,6,8,11,9,7,4,1,8
699,0,21,0,4,6,6,10,2,15,9,3,17
175,2,28,1,0,0,10,6,5,4,14,1,20
701,0,28,2,1,1,8,12,4,17,11,5,19
351,1,28,0,1,1,10,0,11,9,6,3,10
703,0,62,1,3,3,10,1,6,0,13,7,21
11,6,4,2,1,4,0,11,11,11,11,11,11
705,0,9,0,0,5,1,3,8,2,15,9,23
353,1,45,2,3,3,1,2,13,11,8,5,12
707,0,45,2,2,0,3,5,10,4,17,11,25
177,2,9,0,2,2,1,8,7,6,16,3,22
709,0,9,1,4,2,5,7,12,6,19,13,27
355,1,9,1,0,5,3,4,15,13,10,7,14
711,0,21,0,1,4,7,9,14,8,21,15,29
89,3,9,2,4,5,1,11,4,13,20,2,27
713,0,6,2,3,6,9,11,16,10,0,17,0
357,1,9,0,2,0,5,6,0,15,12,9,16
715,0,6,1,0,1,0,0,1,12,2,19,2
179,2,9,2,4,4,3,10,9,8,18,5,24
717,0,9,0,2,3,2,2,3,14,4,21,4
359,1,16,2,4,2,7,8,2,17,14,11,18
719,0,16,2,4,5,4,4,5,16,6,23,6
45,4,4,0,0,3,1,6,11,7,22,16,14
721,0,14,1,1,0,6,6,7,18,8,25,8
361,1,14,1,1,4,9,10,4,0,16,13,20
723,0,14,0,3,2,8,8,9,1,10,27,10
181,2,4,1,1,6,5,12,11,10,20,7,26
725,0,4,2,0,4,10,10,11,3,12,0,12
363,1,14,0,3,6,0,12,6,2,18,15,22
727,0,14,1,2,6,1,12,13,5,14,2,14
91,3,33,1,1,0,3,0,6,15,22,4,29
729,0,9,0,4,1,3,1,15,7,16,4,16
365,1,33,2,0,1,2,1,8,4,20,17,24
731,0,50,2,1,3,5,3,0,9,18,6,18
183,2,33,0,3,1,7,1,13,12,22,9,28
733,0,33,1,3,5,7,5,2,11,20,8,20
367,1,14,1,2,3,4,3,10,6,22,19,26
735,0,14,0,0,0,9,7,4,13,22,10,22
23,5,4,2,3,2,1,10,6,4,0,23,23
737,0,50,2,2,2,0,9,6,15,1,12,24
369,1,4,0,4,5,6,5,12,8,1,21,28
739,0,4,1,4,4,2,11,8,17,3,14,26
185,2,14,2,0,3,9,3,15,14,1,11,30
741,0,14,0,1,6,4,0,10,0,5,16,28
371,1,14,2,1,0,8,7,14,10,3,23,30
743,0,33,2,3,1,6,2,12,2,7,18,30
93,3,4,0,3,2,5,2,8,17,1,6,0
745,0,31,1,0,3,8,4,14,4,9,20,1
373,1,4,1,3,2,10,9,16,12,5,25,1
747,0,14,0,2,5,10,6,16,6,11,22,3
187,2,14,1,2,5,0,5,0,16,3,13,1
749,0,14,2,4,0,1,8,1,8,13,24,5
375,1,14,0,0,4,1,11,1,14,7,27,3
751,0,50,1,1,2,3,10,3,10,15,26,7
47,4,38,2,2,5,3,8,13,9,1,18,16
753,0,4,0,3,4,5,12,5,12,17,28,9
377,1,21,2,2,6,3,0,3,16,9,0,5
755,0,21,2,0,6,7,1,7,14,19,1,11
189,2,38,0,4,0,2,7,2,18,5,15,3
757,0,38,1,2,1,9,3,9,16,21,3,13
379,1,19,1,4,1,5,2,5,18,11,2,7
759,0,19,0,4,3,0,5,11,18,0,5,15
95,3,38,2,0,4,7,4,10,0,3,8,2
761,0,9,2,1,5,2,7,13,1,2,7,17
381,1,38,0,1,3,7,4,7,1,13,4,9
763,0,55,1,3,0,4,9,15,3,4,9,19
191,2,14,2,1,2,4,9,4,1,7,17,5
765,0,14,0,0,2,6,11,0,5,6,11,21
383,1,14,2,3,5,9,6,9,3,15,6,11
767,0,19,2,2,4,8,0,2,7,8,13,23
3,8,2,0,3,3,3,3,3,3,3,3,3
769,0,9,1,4,6,10,2,4,9,10,15,25
385,1,9,1,0,0,0,8,11,5,17,8,13
771,0,9,0,1,1,1,4,6,11,12,17,27
193,2,43,1,3,4,6,11,6,3,9,19,7
773,0,43,2,3,3,3,6,8,13,14,19,29
387,1,43,0,2,2,2,10,13,7,19,10,15
775,0,55,1,0,5,5,8,10,15,16,21,0
97,3,43,1,2,6,9,6,12,2,5,10,4
777,0,9,0,2,0,7,10,12,17,18,23,2
389,1,43,2,4,4,4,12,15,9,21,12,17
779,0,19,2,4,2,9,12,14,0,20,25,4
195,2,43,0,0,6,8,0,8,5,11,21,9
781,0,43,1,1,4,0,1,16,2,22,27,6
391,1,43,1,1,6,6,1,0,11,0,14,19
783,0,43,0,3,6,2,3,1,4,1,0,8
49,4,7,1,4,0,5,10,15,11,3,20,18
785,0,43,2,0,1,4,5,3,6,3,2,10
393,1,19,0,3,1,8,3,2,13,2,16,21
787,0,19,1,2,3,6,7,5,8,5,4,12
197,2,7,2,2,1,10,2,10,7,13,23,11
789,0,7,0,4,5,8,9,7,10,7,6,14
395,1,26,2,0,3,10,5,4,15,4,18,23
791,0,26,2,1,0,10,11,9,12,9,8,16
99,3,7,0,4,1,0,8,14,4,7,12,6
793,0,26,1,3,2,1,0,11,14,11,10,18
397,1,7,1,2,5,1,7,6,17,6,20,25
795,0,36,0,0,4,3,2,13,16,13,12,20
199,2,43,1,4,3,1,4,12,9,15,25,13
797,0,43,2,2,6,5,4,15,18,15,14,22
399,1,43,0,4,0,3,9,8,0,8,22,27
799,0,24,1,4,1,7,6,0,1,17,16,24
25,5,7,1,0,4,3,12,8,6,2,25,25
801,0,19,0,1,3,9,8,2,3,19,18,26
401,1,4,2,1,2,5,11,10,2,10,24,29
803,0,4,2,3,5,0,10,4,5,21,20,28
201,2,4,0,1,5,3,6,14,11,17,27,15
805,0,4,1,0,0,2,12,6,7,0,22,30
403,1,4,1,3,4,7,0,12,4,12,26,0
807,0,24,0,2,2,4,1,8,9,2,24,1
101,3,7,2,1,3,2,10,16,6,9,14,8
809,0,14,2,4,4,6,3,10,11,4,26,3
405,1,7,0,0,6,9,2,14,6,14,28,2
811,0,48,1,1,6,8,5,12,13,6,28,5
203,2,12,2,3,0,5,8,16,13,19,0,17
813,0,12,0,3,1,10,7,14,15,8,1,7
407,1,12,2,2,1,0,4,16,8,16,1,4
815,0,48,2,0,3,1,9,16,17,10,3,9
51,4,7,0,1,2,7,12,0,13,5,22,20
817,0,12,1,2,5,3,11,1,0,12,5,11
409,1,12,1,4,3,2,6,1,10,18,3,6
819,0,12,0,4,0,5,0,3,2,14,7,13
205,2,7,1,0,2,7,10,1,15,21,2,19
821,0,7,2,1,2,7,2,5,4,16,9,15
411,1,48,0,1,5,4,8,3,12,20,5,8
823,0,48,1,3,4,9,4,7,6,18,11,17
103,3,31,1,3,5,4,12,1,8,11,16,10
825,0,48,0,0,6,0,6,9,8,20,13,19
413,1,31,2,3,0,6,10,5,14,22,7,10
827,0,12,2,2,1,2,8,11,10,22,15,21
207,2,31,0,2,4,9,12,3,17,0,4,21
829,0,31,1,4,3,4,10,13,12,1,17,23
415,1,48,1,0,2,8,12,7,16,1,9,12
831,0,48,0,1,5,6,12,15,14,3,19,25
13,6,2,1,3,6,2,0,13,13,13,13,13
833,0,7,2,3,0,8,1,0,16,5,21,27
417,1,48,0,2,4,10,1,9,18,3,11,14
835,0,48,1,0,2,10,3,2,18,7,23,29
209,2,12,2,4,6,0,1,5,0,2,6,23
837,0,12,0,2,4,1,5,4,1,9,25,0
419,1,12,2,4,6,1,3,11,1,5,13,16
839,0,29,2,4,6,3,7,6,3,11,27,2
105,3,12,0,0,0,6,1,3,10,13,18,12
841,0,12,1,1,1,5,9,8,5,13,0,4
421,1,12,1,1,1,3,5,13,3,7,15,18
843,0,12,0,3,3,7,11,10,7,15,2,6
211,2,12,1,1,1,2,3,7,2,4,8,25
845,0,12,2,0,5,9,0,12,9,17,4,8
423,1,9,0,3,3,5,7,15,5,9,17,20
847,0,9,1,2,0,0,2,14,11,19,6,10
53,4,2,2,3,4,9,1,2,15,7,24,22
849,0,19,0,4,2,2,4,16,13,21,8,12
425,1,19,2,0,5,7,9,0,7,11,19,22
851,0,19,2,1,4,4,6,1,15,0,10,14
213,2,2,0,3,3,4,5,9,4,6,10,27
853,0,2,1,3,6,6,8,3,17,2,12,16
427,1,17,1,2,0,9,11,2,9,13,21,24
855,0,17,0,0,1,8,10,5,0,4,14,18
107,3,36,2,2,2,8,3,5,12,15,20,14
857,0,7,2,2,3,10,12,7,2,6,16,20
429,1,36,0,4,2,0,0,4,11,15,23,26
859,0,53,1,4,5,1,1,9,4,8,18,22
215,2,36,2,0,5,6,7,11,6,8,12,29
861,0,36,0,1,0,3,3,11,6,10,20,24
431,1,12,2,1,4,2,2,6,13,17,25,28
863,0,12,2,3,2,5,5,13,8,12,22,26
27,5,41,0,2,6,5,1,10,8,4,27,27
865,0,53,1,0,4,7,7,15,10,14,24,28
433,1,7,1,3,6,4,4,8,15,19,27,30
867,0,7,0,2,6,9,9,0,12,16,26,30
217,2,7,1,2,0,8,9,13,8,10,14,0
869,0,7,2,4,1,0,11,2,14,18,28,1
435,1,7,0,0,1,6,6,10,17,21,0,1
871,0,65,1,1,3,2,0,4,16,20,1,3
109,3,41,1,4,4,10,5,7,14,17,22,16
873,0,53,0,3,5,4,2,6,18,22,3,5
437,1,41,2,2,3,8,8,12,0,0,2,3
875,0,7,2,0,0,6,4,8,1,1,5,7
219,2,17,0,4,2,10,11,15,10,12,16,2
877,0,17,1,2,2,8,6,10,3,3,7,9
439,1,17,1,4,5,10,10,14,2,2,4,5
879,0,53,0,4,4,10,8,12,5,5,9,11
55,4,41,1,0,6,0,3,4,17,9,26,24
881,0,41,2,1,6,1,10,14,7,7,11,13
441,1,7,0,1,0,1,12,16,4,4,6,7
883,0,7,1,3,1,3,12,16,9,9,13,15
221,2,41,2,1,4,1,0,0,12,14,18,4
885,0,41,0,0,3,5,1,1,11,11,15,17
443,1,17,2,3,2,3,1,1,6,6,8,9
887,0,17,2,2,5,7,3,3,13,13,17,19
111,3,24,0,1,6,1,7,9,16,19,24,18
889,0,53,1,4,0,9,5,5,15,15,19,21
445,1,24,1,0,4,5,3,3,8,8,10,11
891,0,14,0,1,2,0,7,7,17,17,21,23
223,2,24,1,3,6,3,2,2,14,16,20,6
893,0,24,2,3,4,2,9,9,0,19,23,25
447,1,34,0,2,6,7,5,5,10,10,12,13
895,0,34,1,0,6,4,11,11,2,21,25,27
7,7,5,1,2,0,7,7,7,7,7,7,7
897,0,22,0,2,1,6,0,13,4,0,27,29
449,1,41,2,4,1,9,7,7,12,12,14,15
899,0,41,2,4,3,8,2,15,6,2,0,0
225,2,17,0,0,1,5,4,4,16,18,22,8
901,0,17,1,1,5,10,4,0,8,4,2,2
451,1,17,1,1,3,0,9,9,14,14,16,17
903,0,41,0,3,0,1,6,2,10,6,4,4
113,3,2,2,3,1,3,9,11,18,21,26,20
905,0,22,2,0,2,3,8,4,12,8,6,6
453,1,2,0,3,5,2,11,11,16,16,18,19
907,0,17,1,2,4,5,10,6,14,10,8,8
227,2,2,2,2,3,7,6,6,18,20,24,10
909,0,2,0,4,6,7,12,8,16,12,10,10
455,1,12,2,0,0,4,0,13,18,18,20,21
911,0,12,2,1,1,9,1,10,18,14,12,12
57,4,10,0,2,1,2,5,6,0,11,28,26
913,0,46,1,3,3,0,3,12,1,16,14,14
457,1,46,1,2,2,6,2,15,1,20,22,23
915,0,46,0,0,5,2,5,14,3,18,16,16
229,2,10,1,4,5,9,8,8,1,22,26,12
917,0,10,2,2,0,4,7,16,5,20,18,18
459,1,46,0,4,4,8,4,0,3,22,24,25
919,0,46,1,4,2,6,9,1,7,22,20,20
115,3,10,1,0,3,5,11,13,1,0,28,22
921,0,46,0,1,4,8,11,3,9,1,22,22
461,1,10,2,1,6,10,6,2,5,1,26,27
923,0,22,2,3,6,10,0,5,11,3,24,24
231,2,46,0,1,0,0,10,10,3,1,28,14
925,0,46,1,0,1,1,2,7,13,5,26,26
463,1,46,1,3,1,1,8,4,7,3,28,29
927,0,41,0,2,3,3,4,9,15,7,28,28
29,5,5,2,4,1,7,3,12,10,6,0,29
929,0,46,2,4,5,5,6,11,17,9,1,30
465,1,10,0,0,3,3,10,6,9,5,1,0
931,0,10,1,1,0,7,8,13,0,11,3,1
233,2,29,2,3,2,2,12,12,5,3,1,16
933,0,29,0,3,2,9,10,15,2,13,5,3
467,1,29,2,2,5,5,12,8,11,7,3,2
935,0,46,2,0,4,0,12,0,4,15,7,5
117,3,5,0,2,5,7,0,15,3,2,1,24
937,0,63,1,2,6,2,1,2,6,17,9,7
469,1,5,1,4,0,7,1,10,13,9,5,4
939,0,29,0,4,1,4,3,4,8,19,11,9
235,2,46,1,0,4,4,1,14,7,5,3,18
941,0,46,2,1,3,6,5,6,10,21,13,11
471,1,46,0,1,2,9,3,12,15,11,7,6
943,0,10,1,3,5,8,7,8,12,0,15,13
59,4,10,2,4,3,4,7,8,2,13,1,28
945,0,10,0,0,0,10,9,10,14,2,17,15
473,1,10,2,3,4,0,5,14,17,13,9,8
947,0,10,2,2,2,1,11,12,16,4,19,17
237,2,10,0,2,6,6,3,16,9,7,5,20
949,0,10,1,4,4,3,0,14,18,6,21,19
475,1,7,1,0,6,2,7,16,0,15,11,10
951,0,7,0,1,6,5,2,16,1,8,23,21
119,3,10,2,4,0,9,2,0,5,4,3,26
953,0,7,2,3,1,7,4,1,3,10,25,23
477,1,10,0,2,1,4,9,1,2,17,13,12
955,0,7,1,0,3,9,6,3,5,12,27,25
239,2,17,2,4,1,8,5,1,11,9,7,22
957,0,17,0,2,5,0,8,5,7,14,0,27
479,1,17,2,4,3,6,11,3,4,19,15,14
959,0,46,2,4,0,2,10,7,9,16,2,29
15,6,5,0,0,1,4,2,15,15,15,15,15
961,0,15,1,1,2,4,12,9,11,18,4,0
481,1,15,1,1,5,8,0,5,6,21,17,16
963,0,15,0,3,4,6,1,11,13,20,6,2
241,2,5,1,1,3,10,7,3,13,11,9,24
965,0,5,2,0,6,8,3,13,15,22,8,4
483,1,5,0,3,0,10,2,7,8,0,19,18
967,0,51,1,2,1,10,5,15,17,1,10,6
121,3,34,1,1,2,0,4,2,7,6,5,28
969,0,15,0,4,3,1,7,0,0,3,12,8
485,1,34,2,0,2,1,4,9,10,2,21,20
971,0,10,2,1,5,3,9,2,2,5,14,10
243,2,34,0,3,5,1,9,5,15,13,11,26
973,0,34,1,3,0,5,11,4,4,7,16,12
487,1,51,1,2,4,3,6,11,12,4,23,22
975,0,51,0,0,2,7,0,6,6,9,18,14
61,4,5,1,1,5,6,9,10,4,15,3,30
977,0,34,2,2,4,9,2,8,8,11,20,16
489,1,15,0,4,6,5,8,13,14,6,25,24
979,0,15,1,4,6,0,4,10,10,13,22,18
245,2,5,2,0,0,3,11,7,17,15,13,28
981,0,5,0,1,1,2,6,12,12,15,24,20
491,1,51,2,1,1,7,10,15,16,8,27,26
983,0,51,2,3,3,4,8,14,14,17,26,22
123,3,15,0,3,4,2,6,4,9,8,7,30
985,0,5,1,0,5,6,10,16,16,19,28,24
493,1,15,1,3,3,9,12,0,18,10,0,28
987,0,10,0,2,0,8,12,1,18,21,1,26
247,2,15,1,2,2,5,0,9,0,17,15,30
989,0,15,2,4,2,10,1,3,1,0,3,28
495,1,34,0,0,5,0,1,2,1,12,2,30
991,0,34,1,1,4,1,3,5,3,2,5,30
31,5,39,1,1,3,9,5,14,12,8,2,0
993,0,32,0,3,6,3,5,7,5,4,7,1
497,1,5,2,2,0,2,3,4,3,14,4,1
995,0,5,2,0,1,5,7,9,7,6,9,3
249,2,15,0,4,4,7,2,11,2,19,17,1
997,0,15,1,2,3,7,9,11,9,8,11,5
499,1,15,1,4,2,4,5,6,5,16,6,3
999,0,15,0,4,5,9,11,13,11,10,13,7
125,3,39,2,0,6,4,8,6,11,10,9,1

