This is a focused 2-adic view of the first 5000 integers in consecutive order, without residues. Use this to confirm patterns seen in smaller numbers and also to search for extended structure.

For every integer n:
- oc is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- k is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0, so is omitted here.
- dist is the odd-to-odd Collatz stopping distance of odd numbers. For even numbers, it is omitted here too.


oc,k,dist
2385,,35
1193,1,
2387,,35
597,2,
2389,,6
1195,1,
2391,,42
299,3,
2393,,23
1197,1,
2395,,8
599,2,
2397,,42
1199,1,
2399,,23
75,5,
2401,,59
1201,1,
2403,,18
601,2,
2405,,18
1203,1,
2407,,23
301,3,
2409,,42
1205,1,
2411,,59
603,2,
2413,,23
1207,1,
2415,,42
151,4,
2417,,3
1209,1,
2419,,18
605,2,
2421,,3
1211,1,
2423,,23
303,3,
2425,,59
1213,1,
2427,,42
607,2,
2429,,13
1215,1,
2431,,59
19,7,
2433,,13
1217,1,
2435,,47
609,2,
2437,,47
1219,1,
2439,,47
305,3,
2441,,23
1221,1,
2443,,13
611,2,
2445,,11
1223,1,
2447,,47
153,4,
2449,,47
1225,1,
2451,,47
613,2,
2453,,11
1227,1,
2455,,47
307,3,
2457,,47
1229,1,
2459,,35
615,2,
2461,,23
1231,1,
2463,,76
77,5,
2465,,23
1233,1,
2467,,47
617,2,
2469,,47
1235,1,
2471,,47
309,3,
2473,,42
1237,1,
2475,,23
619,2,
2477,,47
1239,1,
2479,,13
155,4,
2481,,11
1241,1,
2483,,11
621,2,
2485,,30
1243,1,
2487,,23
311,3,
2489,,11
1245,1,
2491,,35
623,2,
2493,,47
1247,1,
2495,,23
39,6,
2497,,30
1249,1,
2499,,64
625,2,
2501,,6
1251,1,
2503,,20
313,3,
2505,,30
1253,1,
2507,,11
627,2,
2509,,47
1255,1,
2511,,30
157,4,
2513,,47
1257,1,
2515,,11
629,2,
2517,,11
1259,1,
2519,,28
315,3,
2521,,11
1261,1,
2523,,47
631,2,
2525,,11
1263,1,
2527,,64
79,5,
2529,,23
1265,1,
2531,,11
633,2,
2533,,8
1267,1,
2535,,28
317,3,
2537,,47
1269,1,
2539,,64
635,2,
2541,,8
1271,1,
2543,,64
159,4,
2545,,11
1273,1,
2547,,8
637,2,
2549,,18
1275,1,
2551,,28
319,3,
2553,,64
1277,1,
2555,,18
639,2,
2557,,47
1279,1,
2559,,40
5,9,
2561,,52
1281,1,
2563,,16
641,2,
2565,,16
1283,1,
2567,,52
321,3,
2569,,16
1285,1,
2571,,16
643,2,
2573,,6
1287,1,
2575,,52
161,4,
2577,,6
1289,1,
2579,,52
645,2,
2581,,35
1291,1,
2583,,16
323,3,
2585,,16
1293,1,
2587,,52
647,2,
2589,,11
1295,1,
2591,,16
81,5,
2593,,11
1297,1,
2595,,35
649,2,
2597,,52
1299,1,
2599,,52
325,3,
2601,,64
1301,1,
2603,,35
651,2,
2605,,35
1303,1,
2607,,28
163,4,
2609,,16
1305,1,
2611,,16
653,2,
2613,,6
1307,1,
2615,,64
327,3,
2617,,28
1309,1,
2619,,35
655,2,
2621,,52
1311,1,
2623,,35
41,6,
2625,,6
1313,1,
2627,,6
657,2,
2629,,16
1315,1,
2631,,69
329,3,
2633,,11
1317,1,
2635,,16
659,2,
2637,,16
1319,1,
2639,,52
165,4,
2641,,35
1321,1,
2643,,35
661,2,
2645,,40
1323,1,
2647,,16
331,3,
2649,,33
1325,1,
2651,,52
663,2,
2653,,6
1327,1,
2655,,16
83,5,
2657,,16
1329,1,
2659,,16
665,2,
2661,,16
1331,1,
2663,,28
333,3,
2665,,16
1333,1,
2667,,13
667,2,
2669,,52
1335,1,
2671,,13
167,4,
2673,,40
1337,1,
2675,,13
669,2,
2677,,23
1339,1,
2679,,6
335,3,
2681,,13
1341,1,
2683,,23
671,2,
2685,,33
1343,1,
2687,,33
21,7,
2689,,23
1345,1,
2691,,40
673,2,
2693,,21
1347,1,
2695,,6
337,3,
2697,,57
1349,1,
2699,,21
675,2,
2701,,40
1351,1,
2703,,57
169,4,
2705,,11
1353,1,
2707,,11
677,2,
2709,,16
1355,1,
2711,,40
339,3,
2713,,57
1357,1,
2715,,33
679,2,
2717,,21
1359,1,
2719,,21
85,5,
2721,,21
1361,1,
2723,,16
681,2,
2725,,21
1363,1,
2727,,45
341,3,
2729,,57
1365,1,
2731,,40
683,2,
2733,,11
1367,1,
2735,,57
171,4,
2737,,11
1369,1,
2739,,11
685,2,
2741,,45
1371,1,
2743,,40
343,3,
2745,,11
1373,1,
2747,,21
687,2,
2749,,11
1375,1,
2751,,62
43,6,
2753,,45
1377,1,
2755,,57
689,2,
2757,,45
1379,1,
2759,,57
345,3,
2761,,45
1381,1,
2763,,11
691,2,
2765,,45
1383,1,
2767,,33
173,4,
2769,,21
1385,1,
2771,,21
693,2,
2773,,9
1387,1,
2775,,21
347,3,
2777,,45
1389,1,
2779,,57
695,2,
2781,,45
1391,1,
2783,,40
87,5,
2785,,21
1393,1,
2787,,9
697,2,
2789,,45
1395,1,
2791,,21
349,3,
2793,,38
1397,1,
2795,,21
699,2,
2797,,21
1399,1,
2799,,21
175,4,
2801,,9
1401,1,
2803,,33
701,2,
2805,,28
1403,1,
2807,,45
351,3,
2809,,57
1405,1,
2811,,18
703,2,
2813,,62
1407,1,
2815,,57
11,8,
2817,,28
1409,1,
2819,,28
705,2,
2821,,9
1411,1,
2823,,18
353,3,
2825,,28
1413,1,
2827,,38
707,2,
2829,,45
1415,1,
2831,,9
177,4,
2833,,45
1417,1,
2835,,26
709,2,
2837,,9
1419,1,
2839,,45
355,3,
2841,,26
1421,1,
2843,,62
711,2,
2845,,21
1423,1,
2847,,62
89,5,
2849,,21
1425,1,
2851,,6
713,2,
2853,,6
1427,1,
2855,,45
357,3,
2857,,62
1429,1,
2859,,26
715,2,
2861,,6
1431,1,
2863,,26
179,4,
2865,,6
1433,1,
2867,,6
717,2,
2869,,9
1435,1,
2871,,26
359,3,
2873,,62
1437,1,
2875,,16
719,2,
2877,,16
1439,1,
2879,,45
45,6,
2881,,9
1441,1,
2883,,50
721,2,
2885,,14
1443,1,
2887,,45
361,3,
2889,,50
1445,1,
2891,,14
723,2,
2893,,14
1447,1,
2895,,16
181,4,
2897,,50
1449,1,
2899,,50
725,2,
2901,,4
1451,1,
2903,,50
363,3,
2905,,14
1453,1,
2907,,50
727,2,
2909,,14
1455,1,
2911,,50
91,5,
2913,,38
1457,1,
2915,,9
729,2,
2917,,9
1459,1,
2919,,79
365,3,
2921,,26
1461,1,
2923,,50
731,2,
2925,,50
1463,1,
2927,,62
183,4,
2929,,33
1465,1,
2931,,9
733,2,
2933,,33
1467,1,
2935,,50
367,3,
2937,,16
1469,1,
2939,,26
735,2,
2941,,14
1471,1,
2943,,62
23,7,
2945,,26
1473,1,
2947,,33
737,2,
2949,,50
1475,1,
2951,,33
369,3,
2953,,43
1477,1,
2955,,50
739,2,
2957,,4
1479,1,
2959,,33
185,4,
2961,,9
1481,1,
2963,,9
741,2,
2965,,14
1483,1,
2967,,50
371,3,
2969,,50
1485,1,
2971,,14
743,2,
2973,,33
1487,1,
2975,,14
93,5,
2977,,50
1489,1,
2979,,14
745,2,
2981,,31
1491,1,
2983,,50
373,3,
2985,,50
1493,1,
2987,,14
747,2,
2989,,14
1495,1,
2991,,14
187,4,
2993,,14
1497,1,
2995,,14
749,2,
2997,,14
1499,1,
2999,,14
375,3,
3001,,11
1501,1,
3003,,11
751,2,
3005,,50
1503,1,
3007,,55
47,6,
3009,,11
1505,1,
3011,,11
753,2,
3013,,4
1507,1,
3015,,31
377,3,
3017,,11
1509,1,
3019,,21
755,2,
3021,,21
1511,1,
3023,,31
189,4,
3025,,21
1513,1,
3027,,21
757,2,
3029,,38
1515,1,
3031,,50
379,3,
3033,,4
1517,1,
3035,,55
759,2,
3037,,19
1519,1,
3039,,55
95,5,
3041,,55
1521,1,
3043,,38
761,2,
3045,,9
1523,1,
3047,,19
381,3,
3049,,43
1525,1,
3051,,55
763,2,
3053,,55
1527,1,
3055,,31
191,4,
3057,,38
1529,1,
3059,,19
765,2,
3061,,14
1531,1,
3063,,19
383,3,
3065,,55
1533,1,
3067,,19
767,2,
3069,,19
1535,1,
3071,,55
3,10,
3073,,38
1537,1,
3075,,55
769,2,
3077,,9
1539,1,
3079,,55
385,3,
3081,,55
1541,1,
3083,,9
771,2,
3085,,9
1543,1,
3087,,38
193,4,
3089,,9
1545,1,
3091,,19
773,2,
3093,,43
1547,1,
3095,,9
387,3,
3097,,67
1549,1,
3099,,48
775,2,
3101,,55
1551,1,
3103,,31
97,5,
3105,,55
1553,1,
3107,,43
777,2,
3109,,9
1555,1,
3111,,9
389,3,
3113,,31
1557,1,
3115,,19
779,2,
3117,,19
1559,1,
3119,,14
195,4,
3121,,19
1561,1,
3123,,19
781,2,
3125,,43
1563,1,
3127,,55
391,3,
3129,,38
1565,1,
3131,,38
783,2,
3133,,43
1567,1,
3135,,19
49,6,
3137,,9
1569,1,
3139,,9
785,2,
3141,,43
1571,1,
3143,,36
393,3,
3145,,19
1573,1,
3147,,43
787,2,
3149,,19
1575,1,
3151,,19
197,4,
3153,,19
1577,1,
3155,,31
789,2,
3157,,7
1579,1,
3159,,43
395,3,
3161,,55
1581,1,
3163,,16
791,2,
3165,,26
1583,1,
3167,,60
99,5,
3169,,16
1585,1,
3171,,26
793,2,
3173,,26
1587,1,
3175,,72
397,3,
3177,,16
1589,1,
3179,,26
795,2,
3181,,36
1591,1,
3183,,19
199,4,
3185,,7
1593,1,
3187,,43
797,2,
3189,,43
1595,1,
3191,,24
399,3,
3193,,9
1597,1,
3195,,24
799,2,
3197,,24
1599,1,
3199,,60
25,7,
3201,,60
1601,1,
3203,,19
801,2,
3205,,19
1603,1,
3207,,14
401,3,
3209,,24
1605,1,
3211,,43
803,2,
3213,,4
1607,1,
3215,,60
201,4,
3217,,24
1609,1,
3219,,24
805,2,
3221,,4
1611,1,
3223,,4
403,3,
3225,,19
1613,1,
3227,,36
807,2,
3229,,24
1615,1,
3231,,60
101,5,
3233,,60
1617,1,
3235,,14
809,2,
3237,,14
1619,1,
3239,,43
405,3,
3241,,60
1621,1,
3243,,14
811,2,
3245,,48
1623,1,
3247,,14
203,4,
3249,,48
1625,1,
3251,,48
813,2,
3253,,12
1627,1,
3255,,24
407,3,
3257,,14
1629,1,
3259,,14
815,2,
3261,,48
1631,1,
3263,,24
51,6,
3265,,48
1633,1,
3267,,48
817,2,
3269,,12
1635,1,
3271,,48
409,3,
3273,,48
1637,1,
3275,,48
819,2,
3277,,12
1639,1,
3279,,36
205,4,
3281,,24
1641,1,
3283,,24
821,2,
3285,,7
1643,1,
3287,,24
411,3,
3289,,48
1645,1,
3291,,48
823,2,
3293,,48
1647,1,
3295,,48
103,5,
3297,,43
1649,1,
3299,,7
825,2,
3301,,48
1651,1,
3303,,24
413,3,
3305,,14
1653,1,
3307,,24
827,2,
3309,,12
1655,1,
3311,,60
207,4,
3313,,31
1657,1,
3315,,24
829,2,
3317,,31
1659,1,
3319,,12
415,3,
3321,,36
1661,1,
3323,,41
831,2,
3325,,48
1663,1,
3327,,24
13,8,
3329,,31
1665,1,
3331,,65
833,2,
3333,,7
1667,1,
3335,,65
417,3,
3337,,21
1669,1,
3339,,31
835,2,
3341,,48
1671,1,
3343,,12
209,4,
3345,,48
1673,1,
3347,,31
837,2,
3349,,12
1675,1,
3351,,48
419,3,
3353,,12
1677,1,
3355,,31
839,2,
3357,,29
1679,1,
3359,,48
105,5,
3361,,12
1681,1,
3363,,12
841,2,
3365,,12
1683,1,
3367,,29
421,3,
3369,,65
1685,1,
3371,,24
843,2,
3373,,12
1687,1,
3375,,48
211,4,
3377,,9
1689,1,
3379,,9
845,2,
3381,,12
1691,1,
3383,,48
423,3,
3385,,65
1693,1,
3387,,12
847,2,
3389,,9
1695,1,
3391,,65
53,6,
3393,,12
1697,1,
3395,,9
849,2,
3397,,19
1699,1,
3399,,41
425,3,
3401,,29
1701,1,
3403,,19
851,2,
3405,,19
1703,1,
3407,,19
213,4,
3409,,48
1705,1,
3411,,48
853,2,
3413,,2
1707,1,
3415,,53
427,3,
3417,,17
1709,1,
3419,,53
855,2,
3421,,17
1711,1,
3423,,53
107,5,
3425,,17
1713,1,
3427,,7
857,2,
3429,,7
1715,1,
3431,,41
429,3,
3433,,53
1717,1,
3435,,53
859,2,
3437,,53
1719,1,
3439,,53
215,4,
3441,,36
1721,1,
3443,,17
861,2,
3445,,36
1723,1,
3447,,17
431,3,
3449,,53
1725,1,
3451,,17
863,2,
3453,,12
1727,1,
3455,,17
27,7,
3457,,12
1729,1,
3459,,36
865,2,
3461,,53
1731,1,
3463,,36
433,3,
3465,,53
1733,1,
3467,,53
867,2,
3469,,7
1735,1,
3471,,36
217,4,
3473,,36
1737,1,
3475,,36
869,2,
3477,,7
1739,1,
3479,,17
435,3,
3481,,17
1741,1,
3483,,29
871,2,
3485,,65
1743,1,
3487,,46
109,5,
3489,,29
1745,1,
3491,,53
873,2,
3493,,53
1747,1,
3495,,17
437,3,
3497,,36
1749,1,
3499,,46
875,2,
3501,,7
1751,1,
3503,,29
219,4,
3505,,17
1753,1,
3507,,17
877,2,
3509,,17
1755,1,
3511,,12
439,3,
3513,,17
1757,1,
3515,,53
879,2,
3517,,53
1759,1,
3519,,26
55,6,
3521,,36
1761,1,
3523,,36
881,2,
3525,,41
1763,1,
3527,,17
441,3,
3529,,17
1765,1,
3531,,34
883,2,
3533,,7
1767,1,
3535,,53
221,4,
3537,,7
1769,1,
3539,,17
885,2,
3541,,41
1771,1,
3543,,17
443,3,
3545,,17
1773,1,
3547,,17
887,2,
3549,,17
1775,1,
3551,,29
111,5,
3553,,17
1777,1,
3555,,41
889,2,
3557,,53
1779,1,
3559,,14
445,3,
3561,,14
1781,1,
3563,,58
891,2,
3565,,14
1783,1,
3567,,70
223,4,
3569,,24
1785,1,
3571,,7
893,2,
3573,,24
1787,1,
3575,,14
447,3,
3577,,24
1789,1,
3579,,24
895,2,
3581,,34
1791,1,
3583,,34
7,9,
3585,,24
1793,1,
3587,,41
897,2,
3589,,22
1795,1,
3591,,53
449,3,
3593,,7
1797,1,
3595,,22
899,2,
3597,,41
1799,1,
3599,,22
225,4,
3601,,41
1801,1,
3603,,58
901,2,
3605,,17
1803,1,
3607,,12
451,3,
3609,,12
1805,1,
3611,,22
903,2,
3613,,41
1807,1,
3615,,22
113,5,
3617,,58
1809,1,
3619,,17
905,2,
3621,,22
1811,1,
3623,,41
453,3,
3625,,22
1813,1,
3627,,17
907,2,
3629,,17
1815,1,
3631,,34
227,4,
3633,,22
1817,1,
3635,,22
909,2,
3637,,2
1819,1,
3639,,58
455,3,
3641,,41
1821,1,
3643,,58
911,2,
3645,,12
1823,1,
3647,,58
57,6,
3649,,12
1825,1,
3651,,12
913,2,
3653,,46
1827,1,
3655,,41
457,3,
3657,,41
1829,1,
3659,,46
915,2,
3661,,46
1831,1,
3663,,22
229,4,
3665,,12
1833,1,
3667,,12
917,2,
3669,,10
1835,1,
3671,,46
459,3,
3673,,58
1837,1,
3675,,34
919,2,
3677,,46
1839,1,
3679,,58
115,5,
3681,,46
1841,1,
3683,,46
921,2,
3685,,46
1843,1,
3687,,12
461,3,
3689,,34
1845,1,
3691,,22
923,2,
3693,,22
1847,1,
3695,,75
231,4,
3697,,10
1849,1,
3699,,22
925,2,
3701,,46
1851,1,
3703,,46
463,3,
3705,,58
1853,1,
3707,,46
927,2,
3709,,41
1855,1,
3711,,87
29,7,
3713,,22
1857,1,
3715,,10
929,2,
3717,,46
1859,1,
3719,,12
465,3,
3721,,22
1861,1,
3723,,46
931,2,
3725,,10
1863,1,
3727,,22
233,4,
3729,,22
1865,1,
3731,,22
933,2,
3733,,29
1867,1,
3735,,10
467,3,
3737,,34
1869,1,
3739,,39
935,2,
3741,,46
1871,1,
3743,,22
117,5,
3745,,58
1873,1,
3747,,29
937,2,
3749,,63
1875,1,
3751,,19
469,3,
3753,,58
1877,1,
3755,,19
939,2,
3757,,29
1879,1,
3759,,29
235,4,
3761,,10
1881,1,
3763,,10
941,2,
3765,,46
1883,1,
3767,,29
471,3,
3769,,39
1885,1,
3771,,39
943,2,
3773,,10
1887,1,
3775,,29
59,6,
3777,,46
1889,1,
3779,,27
945,2,
3781,,10
1891,1,
3783,,46
473,3,
3785,,46
1893,1,
3787,,27
947,2,
3789,,10
1895,1,
3791,,63
237,4,
3793,,22
1897,1,
3795,,22
949,2,
3797,,10
1899,1,
3799,,22
475,3,
3801,,7
1901,1,
3803,,27
951,2,
3805,,7
1903,1,
3807,,46
119,5,
3809,,63
1905,1,
3811,,10
953,2,
3813,,7
1907,1,
3815,,63
477,3,
3817,,27
1909,1,
3819,,7
955,2,
3821,,7
1911,1,
3823,,63
239,4,
3825,,10
1913,1,
3827,,27
957,2,
3829,,17
1915,1,
3831,,63
479,3,
3833,,17
1917,1,
3835,,46
959,2,
3837,,46
1919,1,
3839,,39
15,8,
3841,,10
1921,1,
3843,,51
961,2,
3845,,15
1923,1,
3847,,51
481,3,
3849,,46
1925,1,
3851,,51
963,2,
3853,,15
1927,1,
3855,,15
241,4,
3857,,15
1929,1,
3859,,17
965,2,
3861,,5
1931,1,
3863,,51
483,3,
3865,,51
1933,1,
3867,,27
967,2,
3869,,51
1935,1,
3871,,39
121,5,
3873,,15
1937,1,
3875,,15
969,2,
3877,,15
1939,1,
3879,,51
485,3,
3881,,51
1941,1,
3883,,15
971,2,
3885,,10
1943,1,
3887,,15
243,4,
3889,,10
1945,1,
3891,,10
973,2,
3893,,34
1947,1,
3895,,27
487,3,
3897,,51
1949,1,
3899,,51
975,2,
3901,,51
1951,1,
3903,,63
61,6,
3905,,34
1953,1,
3907,,10
977,2,
3909,,34
1955,1,
3911,,27
489,3,
3913,,51
1957,1,
3915,,34
979,2,
3917,,15
1959,1,
3919,,27
245,4,
3921,,15
1961,1,
3923,,63
981,2,
3925,,5
1963,1,
3927,,27
491,3,
3929,,34
1965,1,
3931,,27
983,2,
3933,,51
1967,1,
3935,,34
123,5,
3937,,44
1969,1,
3939,,5
985,2,
3941,,5
1971,1,
3943,,63
493,3,
3945,,34
1973,1,
3947,,68
987,2,
3949,,10
1975,1,
3951,,24
247,4,
3953,,15
1977,1,
3955,,51
989,2,
3957,,15
1979,1,
3959,,51
495,3,
3961,,15
1981,1,
3963,,15
991,2,
3965,,34
1983,1,
3967,,15
31,7,
3969,,51
1985,1,
3971,,15
993,2,
3973,,32
1987,1,
3975,,15
497,3,
3977,,51
1989,1,
3979,,32
995,2,
3981,,5
1991,1,
3983,,15
249,4,
3985,,15
1993,1,
3987,,15
997,2,
3989,,15
1995,1,
3991,,15
499,3,
3993,,15
1997,1,
3995,,27
999,2,
3997,,15
1999,1,
3999,,68
125,5,
4001,,12
2001,1,
4003,,15
1001,2,
4005,,51
2003,1,
4007,,12
501,3,
4009,,56
2005,1,
4011,,68
1003,2,
4013,,12
2007,1,
4015,,12
251,4,
4017,,5
2009,1,
4019,,5
1005,2,
4021,,22
2011,1,
4023,,12
503,3,
4025,,22
2013,1,
4027,,22
1007,2,
4029,,32
2015,1,
4031,,32
63,6,
4033,,22
2017,1,
4035,,22
1009,2,
4037,,39
2019,1,
4039,,51
505,3,
4041,,51
2021,1,
4043,,5
1011,2,
4045,,20
2023,1,
4047,,56
253,4,
4049,,20
2025,1,
4051,,56
1013,2,
4053,,39
2027,1,
4055,,56
507,3,
4057,,39
2029,1,
4059,,20
1015,2,
4061,,10
2031,1,
4063,,20
127,5,
4065,,44
2033,1,
4067,,39
1017,2,
4069,,56
2035,1,
4071,,56
509,3,
4073,,32
2037,1,
4075,,56
1019,2,
4077,,20
2039,1,
4079,,20
255,4,
4081,,15
2041,1,
4083,,20
1021,2,
4085,,15
2043,1,
4087,,56
511,3,
4089,,20
2045,1,
4091,,44
1023,2,
4093,,20
2047,1,
4095,,56
1,12,
4097,,39
2049,1,
4099,,56
1025,2,
4101,,10
2051,1,
4103,,56
513,3,
4105,,56
2053,1,
4107,,10
1027,2,
4109,,10
2055,1,
4111,,10
257,4,
4113,,10
2057,1,
4115,,39
1029,2,
4117,,44
2059,1,
4119,,10
515,3,
4121,,20
2061,1,
4123,,32
1031,2,
4125,,10
2063,1,
4127,,61
129,5,
4129,,68
2065,1,
4131,,44
1033,2,
4133,,56
2067,1,
4135,,32
517,3,
4137,,32
2069,1,
4139,,56
1035,2,
4141,,44
2071,1,
4143,,20
259,4,
4145,,10
2073,1,
4147,,10
1037,2,
4149,,44
2075,1,
4151,,32
519,3,
4153,,20
2077,1,
4155,,20
1039,2,
4157,,20
2079,1,
4159,,15
65,6,
4161,,20
2081,1,
4163,,20
1041,2,
4165,,44
2083,1,
4167,,39
521,3,
4169,,56
2085,1,
4171,,44
1043,2,
4173,,44
2087,1,
4175,,39
261,4,
4177,,44
2089,1,
4179,,20
1045,2,
4181,,8
2091,1,
4183,,10
523,3,
4185,,10
2093,1,
4187,,20
1047,2,
4189,,44
2095,1,
4191,,37
131,5,
4193,,20
2097,1,
4195,,20
1049,2,
4197,,20
2099,1,
4199,,20
525,3,
4201,,20
2101,1,
4203,,20
1051,2,
4205,,32
2103,1,
4207,,37
263,4,
4209,,8
2105,1,
4211,,44
1053,2,
4213,,27
2107,1,
4215,,56
527,3,
4217,,17
2109,1,
4219,,56
1055,2,
4221,,61
2111,1,
4223,,56
33,7,
4225,,17
2113,1,
4227,,27
1057,2,
4229,,27
2115,1,
4231,,10
529,3,
4233,,73
2117,1,
4235,,17
1059,2,
4237,,8
2119,1,
4239,,27
265,4,
4241,,37
2121,1,
4243,,37
1061,2,
4245,,44
2123,1,
4247,,8
531,3,
4249,,44
2125,1,
4251,,27
1063,2,
4253,,25
2127,1,
4255,,73
133,5,
4257,,10
2129,1,
4259,,44
1065,2,
4261,,25
2131,1,
4263,,44
533,3,
4265,,61
2133,1,
4267,,44
1067,2,
4269,,20
2135,1,
4271,,61
267,4,
4273,,20
2137,1,
4275,,20
1069,2,
4277,,5
2139,1,
4279,,25
535,3,
4281,,44
2141,1,
4283,,44
1071,2,
4285,,61
2143,1,
4287,,44
67,6,
4289,,25
2145,1,
4291,,25
1073,2,
4293,,5
2147,1,
4295,,25
537,3,
4297,,5
2149,1,
4299,,20
1075,2,
4301,,5
2151,1,
4303,,37
269,4,
4305,,25
2153,1,
4307,,25
1077,2,
4309,,8
2155,1,
4311,,61
539,3,
4313,,15
2157,1,
4315,,44
1079,2,
4317,,15
2159,1,
4319,,44
135,5,
4321,,61
2161,1,
4323,,8
1081,2,
4325,,49
2163,1,
4327,,61
541,3,
4329,,15
2165,1,
4331,,44
1083,2,
4333,,49
2167,1,
4335,,20
271,4,
4337,,13
2169,1,
4339,,25
1085,2,
4341,,13
2171,1,
4343,,15
543,3,
4345,,15
2173,1,
4347,,66
1087,2,
4349,,49
2175,1,
4351,,25
17,8,
4353,,49
2177,1,
4355,,49
1089,2,
4357,,13
2179,1,
4359,,61
545,3,
4361,,49
2181,1,
4363,,49
1091,2,
4365,,13
2183,1,
4367,,49
273,4,
4369,,13
2185,1,
4371,,37
1093,2,
4373,,8
2187,1,
4375,,25
547,3,
4377,,25
2189,1,
4379,,78
1095,2,
4381,,25
2191,1,
4383,,25
137,5,
4385,,49
2193,1,
4387,,49
1097,2,
4389,,49
2195,1,
4391,,61
549,3,
4393,,49
2197,1,
4395,,44
1099,2,
4397,,8
2199,1,
4399,,34
275,4,
4401,,49
2201,1,
4403,,49
1101,2,
4405,,32
2203,1,
4407,,15
551,3,
4409,,25
2205,1,
4411,,13
1103,2,
4413,,13
2207,1,
4415,,61
69,6,
4417,,32
2209,1,
4419,,25
1105,2,
4421,,32
2211,1,
4423,,25
553,3,
4425,,13
2213,1,
4427,,32
1107,2,
4429,,49
2215,1,
4431,,42
277,4,
4433,,49
2217,1,
4435,,25
1109,2,
4437,,3
2219,1,
4439,,32
555,3,
4441,,66
2221,1,
4443,,32
1111,2,
4445,,8
2223,1,
4447,,66
139,5,
4449,,22
2225,1,
4451,,49
1113,2,
4453,,49
2227,1,
4455,,32
557,3,
4457,,13
2229,1,
4459,,13
1115,2,
4461,,32
2231,1,
4463,,13
279,4,
4465,,13
2233,1,
4467,,49
1117,2,
4469,,13
2235,1,
4471,,13
559,3,
4473,,32
2237,1,
4475,,49
1119,2,
4477,,30
2239,1,
4479,,49
35,7,
4481,,13
2241,1,
4483,,13
1121,2,
4485,,13
2243,1,
4487,,13
561,3,
4489,,30
2245,1,
4491,,66
1123,2,
4493,,13
2247,1,
4495,,25
281,4,
4497,,13
2249,1,
4499,,13
1125,2,
4501,,13
2251,1,
4503,,10
563,3,
4505,,10
2253,1,
4507,,30
1127,2,
4509,,49
2255,1,
4511,,54
141,5,
4513,,66
2257,1,
4515,,10
1129,2,
4517,,10
2259,1,
4519,,30
565,3,
4521,,66
2261,1,
4523,,30
1131,2,
4525,,10
2263,1,
4527,,10
283,4,
4529,,20
2265,1,
4531,,20
1133,2,
4533,,20
2267,1,
4535,,30
567,3,
4537,,20
2269,1,
4539,,66
1135,2,
4541,,20
2271,1,
4543,,66
71,6,
4545,,49
2273,1,
4547,,49
1137,2,
4549,,3
2275,1,
4551,,66
569,3,
4553,,54
2277,1,
4555,,18
1139,2,
4557,,18
2279,1,
4559,,54
285,4,
4561,,18
2281,1,
4563,,54
1141,2,
4565,,37
2283,1,
4567,,18
571,3,
4569,,8
2285,1,
4571,,18
1143,2,
4573,,8
2287,1,
4575,,42
143,5,
4577,,54
2289,1,
4579,,37
1145,2,
4581,,54
2291,1,
4583,,30
573,3,
4585,,54
2293,1,
4587,,42
1147,2,
4589,,18
2295,1,
4591,,61
287,4,
4593,,37
2297,1,
4595,,18
1149,2,
4597,,13
2299,1,
4599,,54
575,3,
4601,,18
2301,1,
4603,,42
1151,2,
4605,,18
2303,1,
4607,,54
9,9,
4609,,13
2305,1,
4611,,37
1153,2,
4613,,54
2307,1,
4615,,30
577,3,
4617,,37
2309,1,
4619,,54
1155,2,
4621,,8
2311,1,
4623,,54
289,4,
4625,,8
2313,1,
4627,,37
1157,2,
4629,,8
2315,1,
4631,,37
579,3,
4633,,37
2317,1,
4635,,30
1159,2,
4637,,18
2319,1,
4639,,30
145,5,
4641,,18
2321,1,
4643,,8
1161,2,
4645,,66
2323,1,
4647,,18
581,3,
4649,,47
2325,1,
4651,,8
1163,2,
4653,,54
2327,1,
4655,,30
291,4,
4657,,54
2329,1,
4659,,54
1165,2,
4661,,42
2331,1,
4663,,37
583,3,
4665,,47
2333,1,
4667,,8
1167,2,
4669,,8
2335,1,
4671,,30
73,6,
4673,,18
2337,1,
4675,,18
1169,2,
4677,,18
2339,1,
4679,,13
585,3,
4681,,13
2341,1,
4683,,18
1171,2,
4685,,18
2343,1,
4687,,54
293,4,
4689,,54
2345,1,
4691,,54
1173,2,
4693,,42
2347,1,
4695,,37
587,3,
4697,,37
2349,1,
4699,,27
1175,2,
4701,,42
2351,1,
4703,,18
147,5,
4705,,18
2353,1,
4707,,8
1177,2,
4709,,8
2355,1,
4711,,18
589,3,
4713,,54
2357,1,
4715,,35
1179,2,
4717,,18
2359,1,
4719,,35
295,4,
4721,,42
2361,1,
4723,,18
1181,2,
4725,,18
2363,1,
4727,,18
591,3,
4729,,18
2365,1,
4731,,18
1183,2,
4733,,30
2367,1,
4735,,54
37,7,
4737,,18
2369,1,
4739,,42
1185,2,
4741,,54
2371,1,
4743,,18
593,3,
4745,,15
2373,1,
4747,,54
1187,2,
4749,,25
2375,1,
4751,,59
297,4,
4753,,15
2377,1,
4755,,15
1189,2,
4757,,25
2379,1,
4759,,25
595,3,
4761,,8
2381,1,
4763,,71
1191,2,
